Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Gastroenteritis,fever,dehydration,hunger,abdominal_cramps,visual_aura,breast_pain,vomiting,diarrhea,phonophobia,vesicles,nausea,blurred_vision,,,,,
Gastroenteritis,vomiting,abdominal_cramps,dehydration,fever,,,,,,,,,,,,,
Gastroenteritis,bone_pain,bloating_after_meals,blisters,vomiting,fatigue,changes_in_urination,abdominal_cramps,scarring,reduced_mobility,bloating,vomiting_blood,diarrhea,chronic_cough,nipple_discharge,frequent_urination,,
Gastroenteritis,headache,constipation,diarrhea,yellow_skin,scaling,dehydration,changes_in_bowel_habits,indigestion,vomiting,fever,,,,,,,
Gastroenteritis,diarrhea,abdominal_cramps,vomiting,,,,,,,,,,,,,,
Gastroenteritis,vomiting,fever,sweating,blisters,chronic_cough,balance_loss,abdominal_cramps,acid_reflux,fatigue,neck_pain,swelling,chest_pain,burning_urination,,,,
Gastroenteritis,fever,heart_palpitations,nipple_discharge,frequent_urination,changes_in_bowel_habits,vomiting,abdominal_cramps,,,,,,,,,,
Gastroenteritis,vomiting,dehydration,abdominal_cramps,diarrhea,,,,,,,,,,,,,
Gastroenteritis,hunger,abdominal_cramps,blurred_vision,mood_swings,bone_pain,nasal_congestion,vomiting,diarrhea,,,,,,,,,
Gastroenteritis,diarrhea,vomiting,dehydration,abdominal_cramps,shortness_of_breath,,,,,,,,,,,,
Gastroenteritis,fever,dehydration,fatigue,heartburn,joint_pain,vomiting,diarrhea,abdominal_cramps,scaling,anal_pain,stiffness,,,,,,
Gastroenteritis,diarrhea,dehydration,fever,scarring,vomiting,,,,,,,,,,,,
Gastroenteritis,polyuria,swelling,breast_lump,tremors,diarrhea,dehydration,itchy_eyes,fever,frequent_urination,bloating_after_meals,vomiting,hunger,,,,,
Gastroenteritis,iron_deficiency_anemia,photophobia,dizziness,seizures,weakness,fever,vomiting,diarrhea,fatigue,abdominal_cramps,,,,,,,
Gastroenteritis,diarrhea,fever,vomiting,dehydration,,,,,,,,,,,,,
Gastroenteritis,bone_pain,early_satiety,fatigue,sneezing,memory_loss,breathlessness,abdominal_cramps,dehydration,nausea,iron_deficiency_anemia,confusion,diarrhea,skin_dimpling,chest_tightness,,,
Gastroenteritis,photophobia,fever,dizziness,leg_pain,abdominal_cramps,night_sweats,heart_palpitations,oiliness,diarrhea,bloating_after_meals,vomiting,muscle_pain,headache,,,,
Gastroenteritis,changes_in_urination,bone_pain,abdominal_cramps,vertigo,scarring,constipation,bloating_after_meals,vomiting,memory_loss,fever,diarrhea,chronic_cough,blood_in_stool,nipple_inversion,,,
Gastroenteritis,dehydration,skin_dimpling,mood_swings,vertigo,abdominal_cramps,skin_rash,visual_aura,vomiting,fever,fatigue,bloating,confusion,loss_of_appetite,weight_loss,swelling_in_legs,polyuria,breathlessness
Gastroenteritis,dehydration,diarrhea,vomiting,,,,,,,,,,,,,,
Gastroenteritis,changes_in_urination,hunger,tremors,palpitations,weight_loss,vomiting,leg_pain,confusion,breast_pain,vesicles,dry_skin,diarrhea,,,,,
Gastroenteritis,dehydration,bleeding,memory_loss,abdominal_cramps,oiliness,skin_dimpling,confusion,vesicles,cloudy_urine,fever,night_sweats,neck_pain,wheezing,acid_reflux,pimples,vomiting,coughing_blood
Gastroenteritis,cough,dry_skin,nipple_discharge,vomiting,diarrhea,fatigue,hives,changes_in_urination,scarring,neck_pain,dehydration,abdominal_cramps,fever,oiliness,muscle_pain,reduced_mobility,blisters
Gastroenteritis,joint_pain,cramps,fever,bloating_after_meals,diarrhea,hives,neck_pain,loss_of_appetite,vomiting,dehydration,nasal_congestion,bone_pain,skin_dimpling,difficulty_speaking,,,
Gastroenteritis,dehydration,abdominal_cramps,fever,vomiting,diarrhea,,,,,,,,,,,,
Gastroenteritis,breathlessness,sneezing,early_satiety,constipation,chest_pain,hunger,bone_pain,arm_pain,bleeding,chest_tightness,loss_of_appetite,black_stools,erectile_dysfunction,fever,changes_in_bowel_habits,abdominal_cramps,
Gastroenteritis,abdominal_cramps,diarrhea,indigestion,vomiting,dehydration,fever,swelling,,,,,,,,,,
Gastroenteritis,scaling,breast_lump,dehydration,constipation,blood_in_stool,itching,runny_nose,diarrhea,,,,,,,,,
Gastroenteritis,diarrhea,dehydration,vomiting,abdominal_cramps,,,,,,,,,,,,,
Gastroenteritis,numbness,hoarseness,abdominal_cramps,confusion,diarrhea,photophobia,fever,nipple_inversion,swelling,runny_nose,chronic_cough,vomiting,dehydration,changes_in_urination,,,
Gastroenteritis,fever,dehydration,diarrhea,,,,,,,,,,,,,,
Gastroenteritis,vomiting,photophobia,tremors,muscle_pain,dehydration,hunger,wheezing,nasal_congestion,diarrhea,fever,joint_pain,abdominal_cramps,weakness,bleeding,,,
Gastroenteritis,vomiting,sweating,iron_deficiency_anemia,abdominal_cramps,pimples,crusting,fever,joint_pain,dischromic_patches,diarrhea,confusion,memory_loss,,,,,
Gastroenteritis,black_stools,changes_in_bowel_habits,diarrhea,cold_intolerance,bleeding,fever,numbness,loss_of_appetite,joint_pain,vomiting,jaundice,nipple_discharge,,,,,
Gastroenteritis,tremors,sore_throat,palpitations,chills,nail_pitting,swelling,leg_pain,dehydration,diarrhea,wheezing,stiffness,abdominal_cramps,night_sweats,seizures,erectile_dysfunction,,
Gastroenteritis,diarrhea,coughing_blood,nail_pitting,constipation,vomiting,dehydration,blackheads,chest_tightness,dysphagia,fever,abdominal_cramps,,,,,,
Gastroenteritis,visible_veins,frequent_urination,headache,diarrhea,bloating,dysphagia,oiliness,leg_pain,disorientation,vesicles,abdominal_pain,dehydration,nipple_inversion,cough,bone_pain,fever,
Gastroenteritis,bone_pain,dehydration,tremors,fever,blood_in_semen,vomiting,itching,persistent_cough,abdominal_cramps,weight_loss,sweating,leg_pain,diarrhea,changes_in_urination,visible_veins,,
Gastroenteritis,diarrhea,reduced_mobility,sore_throat,vomiting,oiliness,abdominal_cramps,dehydration,iron_deficiency_anemia,creaking_joints,,,,,,,,
Gastroenteritis,fever,vomiting,phonophobia,reduced_mobility,abdominal_cramps,high_blood_pressure,diarrhea,changes_in_urination,indigestion,nail_pitting,,,,,,,
Gastroenteritis,weakness,oiliness,diarrhea,abdominal_cramps,nipple_inversion,balance_loss,heartburn,vomiting,arm_pain,fever,muscle_pain,,,,,,
Gastroenteritis,scarring,diarrhea,phonophobia,nipple_inversion,vomiting,vesicles,high_blood_pressure,polyuria,dehydration,seizures,arm_pain,breast_pain,,,,,
Gastroenteritis,sweating,changes_in_bowel_habits,abdominal_cramps,dehydration,vomiting,anal_pain,heartburn,weight_loss,diarrhea,,,,,,,,
Gastroenteritis,fever,sweating,scaling,vomiting,sneezing,abdominal_cramps,diarrhea,loss_of_appetite,dehydration,stiffness,blood_in_stool,,,,,,
Gastroenteritis,polydipsia,blurred_vision,bone_pain,dehydration,breathlessness,changes_in_bowel_habits,bleeding,bloating,diarrhea,constipation,swelling_in_legs,vomiting,chronic_cough,blood_in_semen,fever,,
Gastroenteritis,abdominal_pain,memory_loss,diarrhea,vomiting,palpitations,abdominal_cramps,itchy_eyes,anal_pain,,,,,,,,,
Gastroenteritis,fever,diarrhea,heartburn,nipple_discharge,chest_pain,vomiting,,,,,,,,,,,
Gastroenteritis,runny_nose,sneezing,burning_urination,dark_urine,diarrhea,frequent_urination,fever,dehydration,vertigo,vomiting,abdominal_cramps,iron_deficiency_anemia,,,,,
Gastroenteritis,cramps,oiliness,abdominal_cramps,nipple_inversion,diarrhea,disorientation,vertigo,abdominal_pain,tremors,vomiting,sneezing,bloating_after_meals,fever,muscle_pain,,,
Gastroenteritis,vomiting,blackheads,diarrhea,dehydration,scarring,pimples,,,,,,,,,,,
Gastroenteritis,abdominal_cramps,dehydration,diarrhea,,,,,,,,,,,,,,
Gastroenteritis,sweating,dehydration,vomiting,visible_veins,fever,diarrhea,bloating,cold_intolerance,abdominal_cramps,,,,,,,,
Gastroenteritis,reduced_mobility,oiliness,dehydration,creaking_joints,diarrhea,abdominal_cramps,fever,visible_veins,nausea,skin_dimpling,photophobia,dizziness,skin_rash,vomiting,,,
Gastroenteritis,fever,chest_pain,diarrhea,sore_throat,abdominal_cramps,vomiting,stiffness,scarring,mood_swings,weight_loss,,,,,,,
Gastroenteritis,cold_intolerance,numbness,blood_in_stool,weight_gain,cloudy_urine,chills,diarrhea,chest_tightness,night_sweats,confusion,fever,reduced_mobility,abdominal_cramps,palpitations,pelvic_pain,,
Gastroenteritis,indigestion,abdominal_cramps,sneezing,phonophobia,vomiting,diarrhea,bleeding,difficulty_speaking,arm_pain,disorientation,,,,,,,
Gastroenteritis,loss_of_appetite,yellow_skin,diarrhea,dehydration,nodal_eruptions,abdominal_cramps,joint_pain,sneezing,shortness_of_breath,vomiting,constipation,dizziness,fever,itchy_eyes,,,
Gastroenteritis,scaling,swelling,diarrhea,visual_aura,vomiting,vomiting_blood,dehydration,joint_pain,changes_in_urination,abdominal_cramps,wheezing,chest_pain,skin_dimpling,,,,
Gastroenteritis,oiliness,dehydration,diarrhea,vomiting,abdominal_cramps,heartburn,nail_pitting,fever,,,,,,,,,
Gastroenteritis,anal_pain,abdominal_cramps,sore_throat,dehydration,early_satiety,chronic_cough,scaling,vesicles,bloating_after_meals,mood_swings,weight_gain,vomiting,confusion,visual_aura,changes_in_bowel_habits,bleeding,diarrhea
Gastroenteritis,abdominal_pain,diarrhea,frequent_urination,fever,abdominal_cramps,dehydration,acid_reflux,phonophobia,vomiting,dizziness,pelvic_pain,nausea,,,,,
Gastroenteritis,diarrhea,vomiting,blisters,blurred_vision,fever,nail_pitting,dehydration,frequent_urination,,,,,,,,,
Gastroenteritis,diarrhea,cramps,yellow_skin,vomiting,fever,swollen_lymph_nodes,dehydration,difficulty_speaking,hunger,crusting,abdominal_cramps,,,,,,
Gastroenteritis,bloating,abdominal_cramps,fever,indigestion,diarrhea,palpitations,nail_pitting,dehydration,coughing_blood,polydipsia,vomiting,,,,,,
Gastroenteritis,changes_in_urination,dehydration,confusion,nasal_congestion,numbness,abdominal_cramps,cloudy_urine,sneezing,diarrhea,hunger,bleeding,mood_swings,pelvic_pain,creaking_joints,bloating,visual_aura,stiffness
Gastroenteritis,blackheads,blood_in_stool,abdominal_cramps,heartburn,tremors,diarrhea,bone_pain,vomiting,jaundice,seizures,dehydration,,,,,,
Gastroenteritis,urinary_difficulty,nipple_discharge,persistent_cough,nasal_congestion,vomiting,polyuria,diarrhea,sweating,scaling,swelling_in_legs,dry_skin,hunger,fever,itchy_eyes,confusion,,
Gastroenteritis,muscle_pain,vomiting,urinary_difficulty,stiffness,cough,abdominal_cramps,diarrhea,erectile_dysfunction,swelling,scarring,hunger,fever,,,,,
Gastroenteritis,fever,diarrhea,abdominal_cramps,,,,,,,,,,,,,,
Gastroenteritis,vomiting,black_stools,chills,chest_tightness,dehydration,abdominal_cramps,diarrhea,fever,,,,,,,,,
Gastroenteritis,vomiting,fever,abdominal_cramps,dehydration,scarring,diarrhea,nodal_eruptions,blisters,vertigo,blurred_vision,,,,,,,
Gastroenteritis,swelling,dizziness,dehydration,constipation,abdominal_cramps,fever,vomiting,diarrhea,dark_urine,,,,,,,,
Gastroenteritis,vomiting,abdominal_cramps,swollen_lymph_nodes,fever,phonophobia,bleeding,dehydration,diarrhea,,,,,,,,,
Gastroenteritis,nipple_discharge,dehydration,vomiting,fever,diarrhea,abdominal_cramps,weakness,jaundice,joint_pain,,,,,,,,
Gastroenteritis,shortness_of_breath,diarrhea,fever,nodal_eruptions,stiffness,dehydration,breast_lump,vertigo,chest_tightness,neck_pain,vomiting,pimples,heartburn,photophobia,wheezing,persistent_cough,frequent_urination
Gastroenteritis,cloudy_urine,skin_rash,dizziness,dischromic_patches,early_satiety,burning_urination,pimples,chest_pain,fever,diarrhea,abdominal_cramps,confusion,vomiting,abdominal_pain,dehydration,,
Gastroenteritis,cold_intolerance,vomiting,cloudy_urine,itchy_eyes,black_stools,indigestion,blisters,dysphagia,jaundice,seizures,shortness_of_breath,confusion,skin_dimpling,diarrhea,,,
Gastroenteritis,dehydration,abdominal_cramps,diarrhea,fever,dischromic_patches,vomiting,vomiting_blood,visual_aura,,,,,,,,,
Gastroenteritis,burning_urination,muscle_pain,stiffness,diarrhea,dark_urine,vomiting,confusion,hives,dischromic_patches,fever,abdominal_cramps,,,,,,
Gastroenteritis,diarrhea,creaking_joints,nipple_inversion,swelling,mood_swings,stiffness,abdominal_cramps,blurred_vision,dehydration,cloudy_urine,confusion,blood_in_semen,crusting,erectile_dysfunction,polydipsia,vomiting,nausea
Gastroenteritis,confusion,headache,phonophobia,vomiting,tremors,changes_in_bowel_habits,muscle_pain,breast_lump,fever,dehydration,hunger,chest_pain,chest_tightness,runny_nose,abdominal_cramps,bloating_after_meals,cramps
Gastroenteritis,indigestion,vomiting,muscle_pain,bloating,fever,swelling,dehydration,dizziness,cloudy_urine,diarrhea,frequent_respiratory_infections,abdominal_cramps,,,,,
Gastroenteritis,diarrhea,fever,itchy_eyes,breast_lump,chills,dehydration,palpitations,blisters,vomiting,nipple_discharge,balance_loss,,,,,,
Gastroenteritis,constipation,indigestion,bloating_after_meals,visible_veins,breathlessness,headache,fever,vomiting,nipple_inversion,blurred_vision,abdominal_cramps,diarrhea,nausea,,,,
Gastroenteritis,nipple_inversion,diarrhea,bone_pain,fever,vomiting,abdominal_cramps,,,,,,,,,,,
Gastroenteritis,breast_pain,scarring,heart_palpitations,weight_loss,diarrhea,blood_in_semen,chest_pain,mood_swings,persistent_cough,jaundice,acid_reflux,vomiting,difficulty_speaking,changes_in_bowel_habits,abdominal_cramps,coughing_blood,pimples
Gastroenteritis,vomiting,bloating,dark_urine,frequent_urination,neck_pain,sweating,pimples,runny_nose,fever,chest_tightness,dehydration,itching,blood_in_semen,diarrhea,cloudy_urine,difficulty_speaking,
Gastroenteritis,diarrhea,hoarseness,loss_of_appetite,vomiting,fever,,,,,,,,,,,,
Gastroenteritis,cold_intolerance,dehydration,pelvic_pain,chills,shortness_of_breath,creaking_joints,abdominal_cramps,night_sweats,high_blood_pressure,fever,diarrhea,vomiting_blood,oiliness,vomiting,,,
Gastroenteritis,abdominal_cramps,dehydration,fever,,,,,,,,,,,,,,
Gastroenteritis,sweating,abdominal_cramps,fever,persistent_cough,breast_pain,diarrhea,high_blood_pressure,dark_urine,weight_gain,night_sweats,breathlessness,,,,,,
Gastroenteritis,breathlessness,fever,vomiting,creaking_joints,abdominal_cramps,dehydration,dysphagia,heart_palpitations,,,,,,,,,
Gastroenteritis,vomiting,high_blood_pressure,confusion,swollen_lymph_nodes,diarrhea,,,,,,,,,,,,
Gastroenteritis,urinary_difficulty,sore_throat,abdominal_cramps,nipple_discharge,difficulty_speaking,bloating,vomiting_blood,hives,diarrhea,polyuria,cough,vomiting,,,,,
Gastroenteritis,arm_pain,breast_pain,bleeding,itchy_eyes,abdominal_cramps,vomiting,confusion,visible_veins,cloudy_urine,black_stools,balance_loss,phonophobia,seizures,diarrhea,,,
Gastroenteritis,vomiting,neck_pain,dark_urine,nipple_discharge,abdominal_pain,fever,abdominal_cramps,sweating,diarrhea,tremors,blood_in_stool,skin_dimpling,,,,,
Gastroenteritis,diarrhea,abdominal_cramps,dehydration,vomiting,fever,,,,,,,,,,,,
Gastroenteritis,pimples,scaling,dehydration,diarrhea,fever,weight_gain,abdominal_cramps,vomiting,fatigue,,,,,,,,
Bronchial Asthma,crusting,wheezing,fatigue,coughing_blood,blood_in_stool,chest_tightness,hives,cough,breathlessness,,,,,,,,
Bronchial Asthma,wheezing,fever,cough,bone_pain,nail_pitting,fatigue,chest_tightness,shortness_of_breath,scarring,sneezing,breathlessness,heartburn,hunger,indigestion,stiffness,,
Bronchial Asthma,breathlessness,vomiting,tremors,nasal_congestion,fatigue,cough,chest_tightness,wheezing,changes_in_urination,weight_gain,,,,,,,
Bronchial Asthma,breathlessness,skin_dimpling,nail_pitting,urinary_difficulty,erectile_dysfunction,iron_deficiency_anemia,coughing_blood,chest_tightness,cough,wheezing,,,,,,,
Bronchial Asthma,cough,weight_gain,chest_pain,changes_in_urination,sweating,breathlessness,acid_reflux,dischromic_patches,seizures,wheezing,heartburn,hives,burning_urination,black_stools,,,
Bronchial Asthma,blood_in_stool,breathlessness,wheezing,cough,chronic_cough,fatigue,oiliness,vesicles,joint_pain,chest_tightness,,,,,,,
Bronchial Asthma,seizures,cough,breathlessness,loss_of_appetite,fatigue,blood_in_stool,nipple_discharge,,,,,,,,,,
Bronchial Asthma,wheezing,cough,dehydration,reduced_mobility,leg_pain,crusting,pelvic_pain,pimples,skin_dimpling,chest_tightness,loss_of_appetite,neck_pain,vomiting,breast_lump,breathlessness,sweating,
Bronchial Asthma,fatigue,wheezing,oiliness,breathlessness,vesicles,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,breathlessness,chest_tightness,wheezing,swelling_in_legs,bone_pain,abdominal_cramps,,,,,,,,,
Bronchial Asthma,chest_pain,cough,chest_tightness,iron_deficiency_anemia,visual_aura,arm_pain,acid_reflux,wheezing,fatigue,memory_loss,breathlessness,dry_skin,burning_urination,,,,
Bronchial Asthma,cough,breathlessness,mood_swings,fatigue,chest_tightness,breast_pain,,,,,,,,,,,
Bronchial Asthma,sweating,photophobia,vomiting,indigestion,tremors,breathlessness,itching,weight_loss,muscle_pain,wheezing,chest_tightness,,,,,,
Bronchial Asthma,chronic_cough,early_satiety,indigestion,nipple_discharge,bloating_after_meals,hunger,itchy_eyes,fatigue,wheezing,chest_tightness,,,,,,,
Bronchial Asthma,weight_gain,blisters,heart_palpitations,breathlessness,cold_intolerance,cough,oiliness,vomiting,persistent_cough,sore_throat,chest_tightness,wheezing,,,,,
Bronchial Asthma,chest_tightness,nipple_inversion,skin_rash,fatigue,weight_loss,wheezing,breathlessness,scarring,runny_nose,burning_urination,,,,,,,
Bronchial Asthma,breathlessness,visual_aura,sneezing,chest_tightness,wheezing,creaking_joints,nipple_discharge,reduced_mobility,cough,disorientation,,,,,,,
Bronchial Asthma,breathlessness,photophobia,fever,wheezing,chest_pain,chronic_cough,joint_pain,cough,pimples,night_sweats,persistent_cough,nausea,chills,blurred_vision,vertigo,arm_pain,chest_tightness
Bronchial Asthma,breathlessness,cough,scarring,fatigue,frequent_respiratory_infections,burning_urination,vertigo,chills,difficulty_speaking,blackheads,bloating,wheezing,frequent_urination,,,,
Bronchial Asthma,sneezing,breathlessness,blood_in_stool,fatigue,breast_pain,balance_loss,leg_pain,chest_tightness,wheezing,cough,tremors,,,,,,
Bronchial Asthma,early_satiety,hoarseness,persistent_cough,wheezing,chest_tightness,nodal_eruptions,breathlessness,stiffness,bloating_after_meals,indigestion,pimples,cough,difficulty_speaking,,,,
Bronchial Asthma,hives,breathlessness,chest_tightness,high_blood_pressure,heartburn,jaundice,wheezing,cough,,,,,,,,,
Bronchial Asthma,wheezing,cough,itching,chest_tightness,fatigue,breathlessness,,,,,,,,,,,
Bronchial Asthma,bloating_after_meals,chest_tightness,breathlessness,fatigue,wheezing,polyuria,cough,,,,,,,,,,
Bronchial Asthma,bleeding,tremors,chest_tightness,fatigue,nodal_eruptions,wheezing,skin_rash,stiffness,bloating,,,,,,,,
Bronchial Asthma,fatigue,wheezing,confusion,dizziness,breathlessness,,,,,,,,,,,,
Bronchial Asthma,weight_gain,muscle_pain,heart_palpitations,blurred_vision,oiliness,skin_dimpling,coughing_blood,constipation,iron_deficiency_anemia,changes_in_bowel_habits,wheezing,breathlessness,black_stools,runny_nose,numbness,hunger,frequent_urination
Bronchial Asthma,polyuria,cough,breathlessness,confusion,vertigo,seizures,wheezing,hunger,fatigue,chest_tightness,,,,,,,
Bronchial Asthma,breast_pain,constipation,breathlessness,vesicles,wheezing,weakness,dry_skin,cough,runny_nose,creaking_joints,frequent_respiratory_infections,scarring,itchy_eyes,,,,
Bronchial Asthma,chest_tightness,swelling,leg_pain,wheezing,hunger,changes_in_urination,chest_pain,fatigue,cough,blisters,breathlessness,,,,,,
Bronchial Asthma,frequent_urination,bone_pain,frequent_respiratory_infections,nipple_discharge,mood_swings,breathlessness,cough,wheezing,fatigue,,,,,,,,
Bronchial Asthma,yellow_skin,breathlessness,chest_tightness,dry_skin,scaling,palpitations,cough,reduced_mobility,heartburn,,,,,,,,
